"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1997375762975056287","Sat Dec 06 21:53:02 +0000 2025","10","@GBNT1952 On the surface it looks like people who believe the Bolshevik revolution was propagated by Jews look to Karl Marx as being racially Jewish (while religiously being an atheist) and then broadly applying that brush to everything else. Broadly and dishonestly. I know this is a","1997424066613891241","","GBNT1952","en","","0","4","0","https://x.com/undefined/status/1997424066613891241","2203607914",
"1997424061312635140","Sat Dec 06 21:53:01 +0000 2025","0","That's a big reason why people like US adversaries now as well because they are seen as havens from Zionist/Jewish/Global trade domination. Everything they said about China and Russia Israel and the US do... TO THE BEST OF US.","1997424064571322469","","ErenStraak","en","","0","1","0","https://x.com/undefined/status/1997424064571322469","1766052391995252736",
"1996993883750707704","Sat Dec 06 21:52:36 +0000 2025","0","@Octoboyo @LudwigNverMises Marx and Hitler hated Jewish culture for the same reason; they brought free-enterprise capitalism to Europe and were very good at it. Marx particularly took the heat of the descendants of feudal lords who were making common people poorer and shifted it onto the bourgeoisie ","1997423956886778353","","Octoboyo","en","","0","0","0","https://x.com/undefined/status/1997423956886778353","1519838070484488193",
"1997422370634531043","Sat Dec 06 21:52:16 +0000 2025","2","@PatriciaHeaton Odd they would celebrate Christmas? Right? Jewish people don t believe Jesus was the son of God. Why would they celebrate his birth? ‍️ Or do they celebrate it in solidarity with Christians","1997423874862903798","","PatriciaHeaton","en","","0","8","0","https://x.com/undefined/status/1997423874862903798","1727099753341882368",
"1996959697484595207","Sat Dec 06 21:51:32 +0000 2025","0","@EmberleighGrace @fearfulnhungry hey so ️ is also a nazi dog whistle. You just killed millions of jewish people. Yeah. You just did that. Look what you did you fucking sicko hope this helps! ","1997423688669360397","","EmberleighGrace","en","","0","0","0","https://x.com/undefined/status/1997423688669360397","1587183874743963649",
"1997423679739761071","Sat Dec 06 21:51:30 +0000 2025","0","The Jewish People need support from @GovKathyHochul and AG Letitia James. Both have been silent. Both need to be voted out in 2026. https://t.co/CdSIfRcsZJ","1997423679739761071","https://pbs.twimg.com/media/G7hGQHmWIAArwjo.jpg","","en","","0","0","0","https://x.com/undefined/status/1997423679739761071","1303852337337958400",
"1997270566047306078","Sat Dec 06 21:50:56 +0000 2025","0","@visegrad24 And yet even this failed to integrate the Jewish population that came out of Europe and advocated against the security of the very people who allowed them in. Thus highlighting the scam that integration is.","1997423538823639403","","visegrad24","en","","0","0","0","https://x.com/undefined/status/1997423538823639403","1985202187291467776",
"1997405391877992779","Sat Dec 06 21:50:38 +0000 2025","1","@HuntersOfNazis Jewish people are the nazis!! Guess you re going to sit on that bed out of the screen and shoot yourself then? Like what? Ashkenazi Jew ring a bell? Dumbasses.","1997423462634131944","","HuntersOfNazis","en","","0","1","0","https://x.com/undefined/status/1997423462634131944","1860203091938746369",
"1997272307752952012","Sat Dec 06 21:50:36 +0000 2025","0","@DefiantLs Well the Irish were oppressed for years. Can t forget all those guys that got Shanghai ed in the old west either. Never mind what happened to Jewish people in WWII. It s never as easy as you want it to be. Everyone has had it bad at some point but you have mastered victimhood.","1997423452903333903","","DefiantLs","en","","0","0","0","https://x.com/undefined/status/1997423452903333903","1790561118475177985",
"1997417285049282660","Sat Dec 06 21:49:41 +0000 2025","0","@raelbrav Do you think it s relevant that a candidate for high political office told Jewish people that Hitler was right? (Or do you not?)","1997423221927264351","","raelbrav","en","","0","0","0","https://x.com/undefined/status/1997423221927264351","1333410288939511808",
"1997303577124184232","Sat Dec 06 21:49:35 +0000 2025","0","@HeidiBachram Bullying tactics once again go bye without being addressed by your socialist leaders. Wake up people this is not free speech its intimidation and calls for the wiping out of Israel state which was always in Jewish hands for centuries.","1997423197965480069","","HeidiBachram","en","","0","0","0","https://x.com/undefined/status/1997423197965480069","1642657856343412737",
"1997423181380948111","Sat Dec 06 21:49:31 +0000 2025","2","zionists use the exact same arguments and propaganda the nazis used against jewish people","1997423181380948111","","","en","","0","0","0","https://x.com/undefined/status/1997423181380948111","1941695476425687040",
"1997400217352860127","Sat Dec 06 21:49:13 +0000 2025","1","@WesternJournalX DO NOT TRUST DFL OT DEMONCRATS THEY ARE ANTI-ISRAEL-YISRAEL / ANTI-ZIONISM / ANTI-CONSERVATIVE JEWISH AND CONSERVATIVE CHRISTIAN PEOPLE / ANTISEMITISM!! DO NOT TRUST TAMPOM TIM WALZ!! https://t.co/1FAnwIKvY2","1997423106118598774","https://pbs.twimg.com/media/G7hFgAMbIAAxTiO.jpg","WesternJournalX","en","","0","0","0","https://x.com/undefined/status/1997423106118598774","210988606",
